subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,sla_name,sla_periods,sla_method,sla_leading,sla_assessment_criteria,sla_teaching_aids,sla_references,sla_notes_intro,sla_notes_details,sla_notes_illustrations,sla_notes_daily_life,sla_exercise,sla_diagram_type
2023-JSS014-Kidato II,Demonstrate mastery of English language skills,Use appropriate grammar and vocabulary in oral and in written language tasks,"Compose passages on specific contexts (structure: tenses –past progressive, present perfect, past perfect, present progressive, adjectives, adverbs, coordinators, prepositions, determiners, conjunctions)",Grammar and vocabulary: Compose passages on specific contexts,8,Discussion,Kuwaongoza Wanafunzi,Students are able to compose passages on specific contexts accurately and confidently.,Sample sentences|Realia|Worksheet,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson guides students to compose passages on specific contexts, using correct grammatical structures and appropriate vocabulary.","Students study the target grammatical structure through examples, identify how it is formed, and practise it by constructing their own sentences orally and in writing. Feedback from peers and the teacher helps students correct errors in tense, agreement, word order and vocabulary choice.","For example, when practising past and present tense forms, a student changes 'She writes a letter every day' (present) to 'She wrote a letter yesterday' (past), noting the change in the verb form.","Accurate grammar allows learners to be clearly understood when narrating events, debating issues or writing formal and informal texts.",Change the sentence 'He writes a story' into the past tense.::He wrote a story.||Identify the subject and verb in the sentence 'The students are discussing the topic.'::Subject: The students; Verb: are discussing.||Correct the error in this sentence: 'She go to school every day.'::She goes to school every day.,
2023-JSS014-Kidato II,Demonstrate mastery of English language skills,Use appropriate grammar and vocabulary in oral and in written language tasks,Present messages in formal discussions on various issues using correct grammar and vocabulary,Grammar and vocabulary: Present messages in formal discussions on various issues using cor,7,Debate,Kuwaongoza Wanafunzi,Students are able to present messages in formal discussions on various issues using correct grammar and vocabulary accurately and confidently.,Realia|Worksheet|Grammar charts,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson guides students to present messages in formal discussions on various issues using correct grammar and vocabulary, using correct grammatical structures and appropriate vocabulary.","Students study the target grammatical structure through examples, identify how it is formed, and practise it by constructing their own sentences orally and in writing. Feedback from peers and the teacher helps students correct errors in tense, agreement, word order and vocabulary choice.","For example, when practising past and present tense forms, a student changes 'She writes a letter every day' (present) to 'She wrote a letter yesterday' (past), noting the change in the verb form.","Accurate grammar allows learners to be clearly understood when narrating events, debating issues or writing formal and informal texts.",Change the sentence 'He writes a story' into the past tense.::He wrote a story.||Identify the subject and verb in the sentence 'The students are discussing the topic.'::Subject: The students; Verb: are discussing.||Correct the error in this sentence: 'She go to school every day.'::She goes to school every day.,
2023-JSS014-Kidato II,Comprehend oral and written information,Read texts for comprehension,Express the main ideas from a text,Reading comprehension: Express the main ideas from a text,4,Guided reading,Kuwaongoza Wanafunzi,Students are able to express the main ideas from a text accurately and confidently.,Worksheet|Reader/class text|Newspaper articles,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",This lesson develops students' ability to express the main ideas from a text by engaging closely with written texts.,"Students read a passage silently or aloud, identify key information such as main ideas, sequence of events, facts versus opinions, or the writer's intended meaning, and then respond to comprehension questions orally or in writing. Strategies such as skimming for the main idea, scanning for details, and using context clues to infer meaning are practised.","For example, after reading a short story, students list the events in the order they happened using sequence words such as 'first', 'then', 'after that' and 'finally', before writing a short summary.","These reading skills help learners understand newspapers, notices, textbooks and other texts they meet outside the classroom.","Name two sequence words used to show the order of events in a story.::Any two of: first, then, after that, finally, next.||What is the difference between a fact and an opinion?::A fact can be proven true, while an opinion is a personal belief or judgement.||Explain one strategy for finding the meaning of an unfamiliar word in a text.::Using context clues, such as the surrounding words, to guess the meaning.",
2023-JSS014-Kidato II,Comprehend oral and written information,Read texts for comprehension,Infer meanings of unfamiliar words and idiomatic expressions from a given text,Reading comprehension: Infer meanings of unfamiliar words and idiomatic expressions from a,4,Question and answer,Kuwaongoza Wanafunzi,Students are able to infer meanings of unfamiliar words and idiomatic expressions from a given text accurately and confidently.,Reader/class text|Newspaper articles|Story cards,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",This lesson develops students' ability to infer meanings of unfamiliar words and idiomatic expressions from a given text by engaging closely with written texts.,"Students read a passage silently or aloud, identify key information such as main ideas, sequence of events, facts versus opinions, or the writer's intended meaning, and then respond to comprehension questions orally or in writing. Strategies such as skimming for the main idea, scanning for details, and using context clues to infer meaning are practised.","For example, after reading a short story, students list the events in the order they happened using sequence words such as 'first', 'then', 'after that' and 'finally', before writing a short summary.","These reading skills help learners understand newspapers, notices, textbooks and other texts they meet outside the classroom.","Name two sequence words used to show the order of events in a story.::Any two of: first, then, after that, finally, next.||What is the difference between a fact and an opinion?::A fact can be proven true, while an opinion is a personal belief or judgement.||Explain one strategy for finding the meaning of an unfamiliar word in a text.::Using context clues, such as the surrounding words, to guess the meaning.",
2023-JSS014-Kidato II,Comprehend oral and written information,Read texts for comprehension,Relate the core messages from a text to real life experiences,Reading comprehension: Relate the core messages from a text to real life experiences,3,Close reading,Kuwaongoza Wanafunzi,Students are able to relate the core messages from a text to real life experiences accurately and confidently.,Newspaper articles|Story cards|Worksheet,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM",This lesson develops students' ability to relate the core messages from a text to real life experiences by engaging closely with written texts.,"Students read a passage silently or aloud, identify key information such as main ideas, sequence of events, facts versus opinions, or the writer's intended meaning, and then respond to comprehension questions orally or in writing. Strategies such as skimming for the main idea, scanning for details, and using context clues to infer meaning are practised.","For example, after reading a short story, students list the events in the order they happened using sequence words such as 'first', 'then', 'after that' and 'finally', before writing a short summary.","These reading skills help learners understand newspapers, notices, textbooks and other texts they meet outside the classroom.","Name two sequence words used to show the order of events in a story.::Any two of: first, then, after that, finally, next.||What is the difference between a fact and an opinion?::A fact can be proven true, while an opinion is a personal belief or judgement.||Explain one strategy for finding the meaning of an unfamiliar word in a text.::Using context clues, such as the surrounding words, to guess the meaning.",
2023-JSS014-Kidato II,Comprehend oral and written information,Comprehend oral messages with increasing difficulty,Synthesise ideas from a variety of oral sources,Listening task: Synthesise ideas from a variety of oral sources,6,Storytelling,Kuwaongoza Wanafunzi,Students are able to synthesise ideas from a variety of oral sources accurately and confidently.,Audio recordings|Radio/TV clips|Flashcards,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to synthesise ideas from a variety of oral sources after listening to spoken texts such as presentations, stories or recordings. Strong listening comprehension is the foundation for accurate spoken and written responses.","Students listen attentively to an oral text (a presentation, recording, or teacher narration), note down key words and ideas, and then use these notes to respond, summarise or paraphrase what they heard. Emphasis is placed on listening for gist first, then for specific details, before producing an accurate spoken or written response.","For example, after listening to a short recorded story about a market day, students identify who the characters are, what happened first, next and last, and then retell the story in their own words to a partner.","This skill helps learners follow announcements, instructions and conversations correctly in everyday situations such as at school, at home or on the radio.",What should a listener do before trying to answer questions about a spoken text?::Listen attentively for the overall meaning (gist) before focusing on specific details.||Why is note-taking useful while listening?::It helps the listener remember key ideas to use when responding or summarising.||State one way to check that you understood a spoken message correctly.::Restate or paraphrase the message back to the speaker to confirm understanding.,
2023-JSS014-Kidato II,Comprehend oral and written information,Comprehend oral messages with increasing difficulty,Summarise information from a variety of oral sources,Listening task: Summarise information from a variety of oral sources,5,Question and answer,Kuwaongoza Wanafunzi,Students are able to summarise information from a variety of oral sources accurately and confidently.,Radio/TV clips|Flashcards|Worksheet,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to summarise information from a variety of oral sources after listening to spoken texts such as presentations, stories or recordings. Strong listening comprehension is the foundation for accurate spoken and written responses.","Students listen attentively to an oral text (a presentation, recording, or teacher narration), note down key words and ideas, and then use these notes to respond, summarise or paraphrase what they heard. Emphasis is placed on listening for gist first, then for specific details, before producing an accurate spoken or written response.","For example, after listening to a short recorded story about a market day, students identify who the characters are, what happened first, next and last, and then retell the story in their own words to a partner.","This skill helps learners follow announcements, instructions and conversations correctly in everyday situations such as at school, at home or on the radio.",What should a listener do before trying to answer questions about a spoken text?::Listen attentively for the overall meaning (gist) before focusing on specific details.||Why is note-taking useful while listening?::It helps the listener remember key ideas to use when responding or summarising.||State one way to check that you understood a spoken message correctly.::Restate or paraphrase the message back to the speaker to confirm understanding.,
2023-JSS014-Kidato II,Comprehend oral and written information,Comprehend oral messages with increasing difficulty,Participate in contextualised oral conversations,Listening task: Participate in contextualised oral conversations,5,Discussion,Kuwaongoza Wanafunzi,Students are able to participate in contextualised oral conversations accurately and confidently.,Flashcards|Worksheet|Audio recordings,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to participate in contextualised oral conversations after listening to spoken texts such as presentations, stories or recordings. Strong listening comprehension is the foundation for accurate spoken and written responses.","Students listen attentively to an oral text (a presentation, recording, or teacher narration), note down key words and ideas, and then use these notes to respond, summarise or paraphrase what they heard. Emphasis is placed on listening for gist first, then for specific details, before producing an accurate spoken or written response.","For example, after listening to a short recorded story about a market day, students identify who the characters are, what happened first, next and last, and then retell the story in their own words to a partner.","This skill helps learners follow announcements, instructions and conversations correctly in everyday situations such as at school, at home or on the radio.",What should a listener do before trying to answer questions about a spoken text?::Listen attentively for the overall meaning (gist) before focusing on specific details.||Why is note-taking useful while listening?::It helps the listener remember key ideas to use when responding or summarising.||State one way to check that you understood a spoken message correctly.::Restate or paraphrase the message back to the speaker to confirm understanding.,
2023-JSS014-Kidato II,Comprehend oral and written information,Respond appropriately in a variety of oral and written communication contexts,"Express ideas and opinions in different group communicative settings (differing, counter-arguing, supporting ideas)",Communication skills: Express ideas and opinions in different group communicative settings,5,Scenario-based practice,Kuwaongoza Wanafunzi,Students are able to express ideas and opinions in different group communicative settings accurately and confidently.,"Role-play cards|Realia (phone, market items)|Dialogue scripts","TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to express ideas and opinions in different group communicative settings, developing skills for effective interpersonal and group communication.","Students study appropriate language, tone and non-verbal cues (such as eye contact, gestures and facial expression) used in different communicative settings. Through role play, dialogue and discussion, they practise expressing and responding to ideas politely and appropriately depending on the audience and context.","For example, in a role play, one student greets an elder formally using 'Good morning, how are you today?' while greeting a peer informally using 'Hey, what's up?', showing how register changes with audience.","These skills help learners communicate respectfully and effectively with different people in daily life, such as teachers, family members, and the wider community.","Give one example of a non-verbal cue used in communication.::Any correct example, e.g. eye contact, a nod, or a gesture.||Why should language change depending on who you are speaking to?::Because different audiences (e.g. elders versus peers) expect different levels of formality and respect.||Give one polite expression used to express an opinion.::Any correct example, e.g. 'In my opinion...' or 'I think that...'.",
2023-JSS014-Kidato II,Comprehend oral and written information,Respond appropriately in a variety of oral and written communication contexts,Use appropriate non-verbal cues in group communication,Communication skills: Use appropriate non-verbal cues in group communication,4,Role play,Kuwaongoza Wanafunzi,Students are able to use appropriate non-verbal cues in group communication accurately and confidently.,"Realia (phone, market items)|Dialogue scripts|Worksheet","TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to use appropriate non-verbal cues in group communication, developing skills for effective interpersonal and group communication.","Students study appropriate language, tone and non-verbal cues (such as eye contact, gestures and facial expression) used in different communicative settings. Through role play, dialogue and discussion, they practise expressing and responding to ideas politely and appropriately depending on the audience and context.","For example, in a role play, one student greets an elder formally using 'Good morning, how are you today?' while greeting a peer informally using 'Hey, what's up?', showing how register changes with audience.","These skills help learners communicate respectfully and effectively with different people in daily life, such as teachers, family members, and the wider community.","Give one example of a non-verbal cue used in communication.::Any correct example, e.g. eye contact, a nod, or a gesture.||Why should language change depending on who you are speaking to?::Because different audiences (e.g. elders versus peers) expect different levels of formality and respect.||Give one polite expression used to express an opinion.::Any correct example, e.g. 'In my opinion...' or 'I think that...'.",
2023-JSS014-Kidato II,Comprehend oral and written information,Respond appropriately in a variety of oral and written communication contexts,"Use appropriate language to respond to messages in online group communicative contexts (e.g., WhatsApp, Telegram)",Communication skills: Use appropriate language to respond to messages in online group comm,4,Dialogue,Kuwaongoza Wanafunzi,Students are able to use appropriate language to respond to messages in online group communicative contexts accurately and confidently.,Dialogue scripts|Worksheet|Role-play cards,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to use appropriate language to respond to messages in online group communicative contexts, developing skills for effective interpersonal and group communication.","Students study appropriate language, tone and non-verbal cues (such as eye contact, gestures and facial expression) used in different communicative settings. Through role play, dialogue and discussion, they practise expressing and responding to ideas politely and appropriately depending on the audience and context.","For example, in a role play, one student greets an elder formally using 'Good morning, how are you today?' while greeting a peer informally using 'Hey, what's up?', showing how register changes with audience.","These skills help learners communicate respectfully and effectively with different people in daily life, such as teachers, family members, and the wider community.","Give one example of a non-verbal cue used in communication.::Any correct example, e.g. eye contact, a nod, or a gesture.||Why should language change depending on who you are speaking to?::Because different audiences (e.g. elders versus peers) expect different levels of formality and respect.||Give one polite expression used to express an opinion.::Any correct example, e.g. 'In my opinion...' or 'I think that...'.",
2023-JSS014-Kidato II,Communicate effectively in different contexts,Use appropriate grammar and vocabulary for oral communication in a variety of contexts,"Describe various locations (structure: prepositions, adjectives, adverbs)",Using grammar: Describe various locations,4,Role play,Kuwaongoza Wanafunzi,Students are able to describe various locations accurately and confidently.,Maps|Worksheet|Pictures/charts,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson enables students to describe various locations, applying grammatical structures accurately in a specific context.","Students study the target structure through examples relevant to the context, then practise producing their own oral and written sentences describing real situations. The teacher guides students to notice how the structure changes meaning (for example between ongoing and habitual actions) and corrects common errors.","For example, to express daily routines a student says 'I wake up at six o'clock and go to school', while to express an ongoing action the same student says 'I am going to school now', showing the contrast between simple and progressive forms.","Learners use these structures every day to describe their routines, locations, feelings and needs when talking with family, friends and in the community.","Complete the sentence using the correct tense: 'Every morning, she ___ (walk) to school.'::walks||Rewrite the sentence to show an action happening now: 'He plays football.'::He is playing football.||Give one example sentence describing your own daily routine.::Any grammatically correct sentence describing a routine, e.g. 'I brush my teeth every morning.'",
2023-JSS014-Kidato II,Communicate effectively in different contexts,Use appropriate grammar and vocabulary for oral communication in a variety of contexts,"Express quality and quantity of objects and living organisms (structure: adjectives, quantifiers, adverbs)",Using grammar: Express quality and quantity of objects and living organisms,4,Guided practice,Kuwaongoza Wanafunzi,Students are able to express quality and quantity of objects and living organisms accurately and confidently.,Worksheet|Pictures/charts|Realia,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson enables students to express quality and quantity of objects and living organisms, applying grammatical structures accurately in a specific context.","Students study the target structure through examples relevant to the context, then practise producing their own oral and written sentences describing real situations. The teacher guides students to notice how the structure changes meaning (for example between ongoing and habitual actions) and corrects common errors.","For example, to express daily routines a student says 'I wake up at six o'clock and go to school', while to express an ongoing action the same student says 'I am going to school now', showing the contrast between simple and progressive forms.","Learners use these structures every day to describe their routines, locations, feelings and needs when talking with family, friends and in the community.","Complete the sentence using the correct tense: 'Every morning, she ___ (walk) to school.'::walks||Rewrite the sentence to show an action happening now: 'He plays football.'::He is playing football.||Give one example sentence describing your own daily routine.::Any grammatically correct sentence describing a routine, e.g. 'I brush my teeth every morning.'",
2023-JSS014-Kidato II,Communicate effectively in different contexts,Use appropriate grammar and vocabulary for oral communication in a variety of contexts,"Negotiate prices using appropriate expressions (e.g., convincing a customer to buy a product, convincing a seller to lower the price) (Structure: May I…, I would like…, could you …, I offer you…)",Using grammar: Negotiate prices using appropriate expressions,4,Real-life expression,Kuwaongoza Wanafunzi,Students are able to negotiate prices using appropriate expressions accurately and confidently.,Pictures/charts|Realia|Maps,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson enables students to negotiate prices using appropriate expressions, applying grammatical structures accurately in a specific context.","Students study the target structure through examples relevant to the context, then practise producing their own oral and written sentences describing real situations. The teacher guides students to notice how the structure changes meaning (for example between ongoing and habitual actions) and corrects common errors.","For example, to express daily routines a student says 'I wake up at six o'clock and go to school', while to express an ongoing action the same student says 'I am going to school now', showing the contrast between simple and progressive forms.","Learners use these structures every day to describe their routines, locations, feelings and needs when talking with family, friends and in the community.","Complete the sentence using the correct tense: 'Every morning, she ___ (walk) to school.'::walks||Rewrite the sentence to show an action happening now: 'He plays football.'::He is playing football.||Give one example sentence describing your own daily routine.::Any grammatically correct sentence describing a routine, e.g. 'I brush my teeth every morning.'",
2023-JSS014-Kidato II,Communicate effectively in different contexts,Use appropriate grammar and vocabulary for oral communication in a variety of contexts,Request for services in different contexts,Using grammar: Request for services in different contexts,4,Pair work,Kuwaongoza Wanafunzi,Students are able to request for services in different contexts accurately and confidently.,Realia|Maps|Worksheet,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson enables students to request for services in different contexts, applying grammatical structures accurately in a specific context.","Students study the target structure through examples relevant to the context, then practise producing their own oral and written sentences describing real situations. The teacher guides students to notice how the structure changes meaning (for example between ongoing and habitual actions) and corrects common errors.","For example, to express daily routines a student says 'I wake up at six o'clock and go to school', while to express an ongoing action the same student says 'I am going to school now', showing the contrast between simple and progressive forms.","Learners use these structures every day to describe their routines, locations, feelings and needs when talking with family, friends and in the community.","Complete the sentence using the correct tense: 'Every morning, she ___ (walk) to school.'::walks||Rewrite the sentence to show an action happening now: 'He plays football.'::He is playing football.||Give one example sentence describing your own daily routine.::Any grammatically correct sentence describing a routine, e.g. 'I brush my teeth every morning.'",
2023-JSS014-Kidato II,Communicate effectively in different contexts,Use appropriate grammar and vocabulary for oral communication in a variety of contexts,"Participate in various conversations in different contexts (e.g., discussions, dialogues) by initiating, intervening, changing a topic, turn-taking and closing",Communication skills: Participate in various conversations in different contexts by initia,4,Discussion,Kuwaongoza Wanafunzi,"Students are able to participate in various conversations in different contexts by initiating, intervening, changing a topic, turn-taking and closing accurately and confidently.","Worksheet|Role-play cards|Realia (phone, market items)","TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to participate in various conversations in different contexts by initiating, intervening, changing a topic, turn-taking and closing, developing skills for effective interpersonal and group communication.","Students study appropriate language, tone and non-verbal cues (such as eye contact, gestures and facial expression) used in different communicative settings. Through role play, dialogue and discussion, they practise expressing and responding to ideas politely and appropriately depending on the audience and context.","For example, in a role play, one student greets an elder formally using 'Good morning, how are you today?' while greeting a peer informally using 'Hey, what's up?', showing how register changes with audience.","These skills help learners communicate respectfully and effectively with different people in daily life, such as teachers, family members, and the wider community.","Give one example of a non-verbal cue used in communication.::Any correct example, e.g. eye contact, a nod, or a gesture.||Why should language change depending on who you are speaking to?::Because different audiences (e.g. elders versus peers) expect different levels of formality and respect.||Give one polite expression used to express an opinion.::Any correct example, e.g. 'In my opinion...' or 'I think that...'.",
2023-JSS014-Kidato II,Communicate effectively in different contexts,Create a variety of texts for different communicative purposes using the appropriate tone and register,"Write claim and request letters in different contexts (e.g., learning facilities, sports gear, result report – Structure: I would like to bring your kind attention… I am writing to request…)",Writing task: Write claim and request letters in different contexts,7,Observation and discussion,Kuwaongoza Wanafunzi,Students are able to write claim and request letters in different contexts accurately and confidently.,Worksheet|Sample letters/emails|Writing frames,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson guides students to write claim and request letters in different contexts, developing their ability to write for a specific purpose and audience.","Students study a model text to identify its structure, tone and typical vocabulary, then plan and write their own text following the same conventions. Emphasis is placed on the appropriate greeting or opening, logical organisation of ideas, and a suitable closing, matched to the purpose of the text.","For example, when writing a friendly letter, a student begins with 'Dear Aunt Mary,', writes the body in a warm, personal tone, and closes with 'Your loving nephew,' followed by their name.","These writing skills are used whenever learners need to communicate in writing outside the classroom, such as writing to relatives, applying for opportunities, or sharing news.","Name one part that every letter should include.::Any correct part, e.g. a greeting/salutation, the body, or a closing.||Give an appropriate opening greeting for a letter to a family member.::Any correct example, e.g. 'Dear Mother,' or 'Dear Uncle,'.||Why is it important to plan a piece of writing before starting?::Planning helps organise ideas logically so the final text is clear and well structured.",
2023-JSS014-Kidato II,Communicate effectively in different contexts,Create a variety of texts for different communicative purposes using the appropriate tone and register,Compose E-mails on various issues using appropriate language,Writing task: Compose E-mails on various issues using appropriate language,7,Guided writing,Kuwaongoza Wanafunzi,Students are able to compose E-mails on various issues using appropriate language accurately and confidently.,Sample letters/emails|Writing frames|Envelopes,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson guides students to compose E-mails on various issues using appropriate language, developing their ability to write for a specific purpose and audience.","Students study a model text to identify its structure, tone and typical vocabulary, then plan and write their own text following the same conventions. Emphasis is placed on the appropriate greeting or opening, logical organisation of ideas, and a suitable closing, matched to the purpose of the text.","For example, when writing a friendly letter, a student begins with 'Dear Aunt Mary,', writes the body in a warm, personal tone, and closes with 'Your loving nephew,' followed by their name.","These writing skills are used whenever learners need to communicate in writing outside the classroom, such as writing to relatives, applying for opportunities, or sharing news.","Name one part that every letter should include.::Any correct part, e.g. a greeting/salutation, the body, or a closing.||Give an appropriate opening greeting for a letter to a family member.::Any correct example, e.g. 'Dear Mother,' or 'Dear Uncle,'.||Why is it important to plan a piece of writing before starting?::Planning helps organise ideas logically so the final text is clear and well structured.",
2023-JSS014-Kidato II,Communicate effectively in different contexts,Create a variety of texts for different communicative purposes using the appropriate tone and register,"Create short stories on various topics (structure: once upon a time…, I wonder…, what if…, back in time…)",Writing task: Create short stories on various topics,7,Modelling,Kuwaongoza Wanafunzi,Students are able to create short stories on various topics accurately and confidently.,Writing frames|Envelopes|Worksheet,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson guides students to create short stories on various topics, developing their ability to write for a specific purpose and audience.","Students study a model text to identify its structure, tone and typical vocabulary, then plan and write their own text following the same conventions. Emphasis is placed on the appropriate greeting or opening, logical organisation of ideas, and a suitable closing, matched to the purpose of the text.","For example, when writing a friendly letter, a student begins with 'Dear Aunt Mary,', writes the body in a warm, personal tone, and closes with 'Your loving nephew,' followed by their name.","These writing skills are used whenever learners need to communicate in writing outside the classroom, such as writing to relatives, applying for opportunities, or sharing news.","Name one part that every letter should include.::Any correct part, e.g. a greeting/salutation, the body, or a closing.||Give an appropriate opening greeting for a letter to a family member.::Any correct example, e.g. 'Dear Mother,' or 'Dear Uncle,'.||Why is it important to plan a piece of writing before starting?::Planning helps organise ideas logically so the final text is clear and well structured.",
2023-JSS014-Kidato III,Manage information search from different sources for lifelong learning,Organise information obtained from different sources,Identify different ways/strategies for organising information from various sources,Organising information: Identify different ways/strategies for organising information from,3,Task-based learning,Kuwaongoza Wanafunzi,Students are able to identify different ways/strategies for organising information from various sources accurately and confidently.,Journals|Newspapers|Encyclopaedia,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to identify different ways/strategies for organising information from various sources, an essential skill for managing information gathered from research.","Students learn strategies for organising information collected from multiple sources, such as grouping related ideas into themes, using tables or graphic organisers, and compiling findings into a clear, logically ordered report.","For example, after researching 'effects of pollution', students sort their notes into themes such as 'air pollution', 'water pollution' and 'solutions', before compiling them into one organised report.","These organisation skills help learners manage information for school projects, presentations and personal research tasks.","Name one strategy for organising information from different sources.::Any correct strategy, e.g. grouping information into themes, or using a graphic organiser.||Why should information be sorted into related themes?::It makes the information easier to understand, compare and present logically.||What is the final step after sorting and categorising information?::Compiling the organised information into a clear report or presentation.",
2023-JSS014-Kidato III,Manage information search from different sources for lifelong learning,Organise information obtained from different sources,Sort and categorise information obtained from various sources into related themes,Organising information: Sort and categorise information obtained from various sources into,3,Guided practice,Kuwaongoza Wanafunzi,Students are able to sort and categorise information obtained from various sources into related themes accurately and confidently.,Newspapers|Encyclopaedia|Notebook,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to sort and categorise information obtained from various sources into related themes, an essential skill for managing information gathered from research.","Students learn strategies for organising information collected from multiple sources, such as grouping related ideas into themes, using tables or graphic organisers, and compiling findings into a clear, logically ordered report.","For example, after researching 'effects of pollution', students sort their notes into themes such as 'air pollution', 'water pollution' and 'solutions', before compiling them into one organised report.","These organisation skills help learners manage information for school projects, presentations and personal research tasks.","Name one strategy for organising information from different sources.::Any correct strategy, e.g. grouping information into themes, or using a graphic organiser.||Why should information be sorted into related themes?::It makes the information easier to understand, compare and present logically.||What is the final step after sorting and categorising information?::Compiling the organised information into a clear report or presentation.",
2023-JSS014-Kidato III,Manage information search from different sources for lifelong learning,Organise information obtained from different sources,Compile information searched from various sources,Organising information: Compile information searched from various sources,2,Group work,Kuwaongoza Wanafunzi,Students are able to compile information searched from various sources accurately and confidently.,Encyclopaedia|Notebook|Journals,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson helps students to compile information searched from various sources, an essential skill for managing information gathered from research.","Students learn strategies for organising information collected from multiple sources, such as grouping related ideas into themes, using tables or graphic organisers, and compiling findings into a clear, logically ordered report.","For example, after researching 'effects of pollution', students sort their notes into themes such as 'air pollution', 'water pollution' and 'solutions', before compiling them into one organised report.","These organisation skills help learners manage information for school projects, presentations and personal research tasks.","Name one strategy for organising information from different sources.::Any correct strategy, e.g. grouping information into themes, or using a graphic organiser.||Why should information be sorted into related themes?::It makes the information easier to understand, compare and present logically.||What is the final step after sorting and categorising information?::Compiling the organised information into a clear report or presentation.",
2023-JSS014-Kidato III,Demonstrate mastery of English language skills,Use appropriate grammar and vocabulary in oral and in written language tasks,"Hold conversations about various contexts using appropriate grammar and vocabulary (structure: tenses, adverbs, adjectives, active and passive voice, conjunctions, coordinators, prepositions)",Grammar and vocabulary: Hold conversations about various contexts using appropriate gramma,7,Guided writing,Kuwaongoza Wanafunzi,Students are able to hold conversations about various contexts using appropriate grammar and vocabulary accurately and confidently.,Worksheet|Grammar charts|Sample sentences,"TET(2023), ENGLISH LANGUAGE SYLLABUS FOR ORDINARY SECONDARY EDUCATION, TET, DAR ES SALAAM","This lesson guides students to hold conversations about various contexts using appropriate grammar and vocabulary, using correct grammatical structures and appropriate vocabulary.","Students study the target grammatical structure through examples, identify how it is formed, and practise it by constructing their own sentences orally and in writing. Feedback from peers and the teacher helps students correct errors in tense, agreement, word order and vocabulary choice.","For example, when practising past and present tense forms, a student changes 'She writes a letter every day' (present) to 'She wrote a letter yesterday' (past), noting the change in the verb form.","Accurate grammar allows learners to be clearly understood when narrating events, debating issues or writing formal and informal texts.",Change the sentence 'He writes a story' into the past tense.::He wrote a story.||Identify the subject and verb in the sentence 'The students are discussing the topic.'::Subject: The students; Verb: are discussing.||Correct the error in this sentence: 'She go to school every day.'::She goes to school every day.,
